"Becskeháza","Borsod-Abaúj-Zemplén"
"Becsvölgye","Zala"
"Bedegkér","Somogy"
"Bedő","Hajdú-Bihar"
"Bejcgyertyános","Vas"
"Békás","Veszprém"
"Bekecs","Borsod-Abaúj-Zemplén"
"Békés","Békés"
"Békéscsaba","Békés"
"Békéssámson","Békés"
"Békésszentandrás","Békés"
"Bekölce","Heves"
"Bélapátfalva","Heves"
"Bélavár","Somogy"
"Belecska","Tolna"
"Beled","Győr-Moson-Sopron"
"Beleg","Somogy"
"Belezna","Zala"
"Bélmegyer","Békés"
"Beloiannisz","Fejér"
"Belsősárd","Zala"
"Belvárdgyula","Baranya"
"Benk","Szabolcs-Szatmár-Bereg"
"Bénye","Pest"
"Bér","Nógrád"
"Bérbaltavár","Vas"
"Bercel","Nógrád"
"Beregdaróc","Szabolcs-Szatmár-Bereg"
"Beregsurány","Szabolcs-Szatmár-Bereg"
"Berekböszörmény","Hajdú-Bihar"
"Berekfürdő","Jász-Nagykun-Szolnok"
"Beremend","Baranya"
"Berente","Borsod-Abaúj-Zemplén"
"Beret","Borsod-Abaúj-Zemplén"
"Berettyóújfalu","Hajdú-Bihar"
"Berhida","Veszprém"
"Berkenye","Nógrád"
"Berkesd","Baranya"
"Berkesz","Szabolcs-Szatmár-Bereg"
"Bernecebaráti","Pest"
"Berzék","Borsod-Abaúj-Zemplén"
"Berzence","Somogy"
"Besence","Baranya"
"Besenyőd","Szabolcs-Szatmár-Bereg"
"Besenyőtelek","Heves"
"Besenyszög","Jász-Nagykun-Szolnok"
"Besnyő","Fejér"
"Beszterec","Szabolcs-Szatmár-Bereg"
"Bezedek","Baranya"
"Bezenye","Győr-Moson-Sopron"
"Bezeréd","Zala"
"Bezi","Győr-Moson-Sopron"
"Biatorbágy","Pest"
"Bicsérd","Baranya"
"Bicske","Fejér"
"Bihardancsháza","Hajdú-Bihar"
"Biharkeresztes","Hajdú-Bihar"
"Biharnagybajom","Hajdú-Bihar"
"Bihartorda","Hajdú-Bihar"
"Biharugra","Békés"
"Bikács","Tolna"
"Bikal","Baranya"
"Biri","Szabolcs-Szatmár-Bereg"
"Birján","Baranya"
"Bisse","Baranya"
"Boba","Vas"
"Bocfölde","Zala"
"Boconád","Heves"
"Bócsa","Bács-Kiskun"
"Bocska","Zala"
"Bocskaikert","Hajdú-Bihar"
"Boda","Baranya"
"Bodajk","Fejér"
"Bodmér","Fejér"
"Bodolyabér","Baranya"
"Bodonhely","Győr-Moson-Sopron"
"Bodony","Heves"
"Bodorfa","Veszprém"
"Bodrog","Somogy"
"Bodroghalom","Borsod-Abaúj-Zemplén"
"Bodrogkeresztúr","Borsod-Abaúj-Zemplén"
"Bodrogkisfalud","Borsod-Abaúj-Zemplén"
"Bodrogolaszi","Borsod-Abaúj-Zemplén"
"Bódvalenke","Borsod-Abaúj-Zemplén"
"Bódvarákó","Borsod-Abaúj-Zemplén"
"Bódvaszilas","Borsod-Abaúj-Zemplén"
"Bogács","Borsod-Abaúj-Zemplén"
"Bogád","Baranya"
"Bogádmindszent","Baranya"
"Bogdása","Baranya"
"Bogyiszló","Tolna"
"Bogyoszló","Győr-Moson-Sopron"
"Bojt","Hajdú-Bihar"
"Bókaháza","Zala"
"Bokod","Komárom-Esztergom"
"Bokor","Nógrád"
"Boldog","Heves"
"Boldogasszonyfa","Baranya"
"Boldogkőújfalu","Borsod-Abaúj-Zemplén"
"Boldogkőváralja","Borsod-Abaúj-Zemplén"
"Boldva","Borsod-Abaúj-Zemplén"
"Bolhás","Somogy"
"Bolhó","Somogy"
"Bóly","Baranya"
"Boncodfölde","Zala"
"Bonyhád","Tolna"
"Bonyhádvarasd","Tolna"
"Bonnya","Somogy"
"Bordány","Csongrád"
"Borgáta","Vas"
"Borjád","Baranya"
"Borota","Bács-Kiskun"
"Borsfa","Zala"
"Borsodbóta","Borsod-Abaúj-Zemplén"
"Borsodgeszt","Borsod-Abaúj-Zemplén"
"Borsodivánka","Borsod-Abaúj-Zemplén"
"Borsodnádasd","Borsod-Abaúj-Zemplén"
"Borsodszentgyörgy","Borsod-Abaúj-Zemplén"
"Borsodszirák","Borsod-Abaúj-Zemplén"
"Borsosberény","Nógrád"
"Borszörcsök","Veszprém"
"Borzavár","Veszprém"
"Bosta","Baranya"
"Botpalád","Szabolcs-Szatmár-Bereg"
"Botykapeterd","Baranya"
"Bozzai","Vas"
"Bozsok","Vas"
"Bózsva","Borsod-Abaúj-Zemplén"
"Bő","Vas"
"Bőcs","Borsod-Abaúj-Zemplén"
"Böde","Zala"
"Bödeháza","Zala"
"Bögöt","Vas"
"Bögöte","Vas"
"Böhönye","Somogy"
"Bököny","Szabolcs-Szatmár-Bereg"
"Bölcske","Tolna"
"Bőny","Győr-Moson-Sopron"
"Börcs","Győr-Moson-Sopron"
"Börzönce","Zala"
"Bősárkány","Győr-Moson-Sopron"
"Bőszénfa","Somogy"
"Bucsa","Békés"
"Bucsu","Vas"
"Búcsúszentlászló","Zala"
"Bucsuta","Zala"
"Budajenő","Pest"
"Budakalász","Pest"
"Budakeszi","Pest"
"Budaörs","Pest"
"Budapest I. kerület","főváros"
"Budapest II. kerület","főváros"
"Budapest III. kerület","főváros"
"Budapest IV. kerület","főváros"
"Budapest IX. kerület","főváros"
"Budapest V. kerület","főváros"
"Budapest VI. kerület","főváros"
"Budapest VII. kerület","főváros"
"Budapest VIII. kerület","főváros"
"Budapest X. kerület","főváros"
"Budapest XI. kerület","főváros"
"Budapest XII. kerület","főváros"
"Budapest XIII. kerület","főváros"
"Budapest XIV. kerület","főváros"
"Budapest XIX. kerület","főváros"
"Budapest XV. kerület","főváros"
"Budapest XVI. kerület","főváros"
"Budapest XVII. kerület","főváros"
"Budapest XVIII. kerület","főváros"
"Budapest XX. kerület","főváros"
"Budapest XXI. kerület","főváros"
"Budapest XXII. kerület","főváros"
"Budapest XXIII. kerület","főváros"
"Bugac","Bács-Kiskun"
"Bugacpusztaháza","Bács-Kiskun"
"Bugyi","Pest"
"Buj","Szabolcs-Szatmár-Bereg"
"Buják","Nógrád"
"Buzsák","Somogy"
"Bük","Vas"
"Bükkábrány","Borsod-Abaúj-Zemplén"
"Bükkaranyos","Borsod-Abaúj-Zemplén"
"Bükkmogyorósd","Borsod-Abaúj-Zemplén"
"Bükkösd","Baranya"
"Bükkszék","Heves"
"Bükkszenterzsébet","Heves"
"Bükkszentkereszt","Borsod-Abaúj-Zemplén"
"Bükkszentmárton","Heves"
"Bükkzsérc","Borsod-Abaúj-Zemplén"
"Bürüs","Baranya"
"Büssü","Somogy"
"Büttös","Borsod-Abaúj-Zemplén"
"Cák","Vas"
"Cakóháza","Győr-Moson-Sopron"
"Cece","Fejér"
"Cégénydányád","Szabolcs-Szatmár-Bereg"
"Cegléd","Pest"
"Ceglédbercel","Pest"
"Celldömölk","Vas"
"Cered","Nógrád"
"Chernelházadamonya","Vas"
"Cibakháza","Jász-Nagykun-Szolnok"
"Cigánd","Borsod-Abaúj-Zemplén"
"Cikó","Tolna"
"Cirák","Győr-Moson-Sopron"
"Cún","Baranya"
"Csabacsűd","Békés"
"Csabaszabadi","Békés"
"Csabdi","Fejér"
"Csabrendek","Veszprém"
"Csáfordjánosfa","Győr-Moson-Sopron"
"Csaholc","Szabolcs-Szatmár-Bereg"
"Csajág","Veszprém"
"Csákány","Somogy"
"Csákánydoroszló","Vas"
"Csákberény","Fejér"
"Csákvár","Fejér"
"Csanádalberti","Csongrád"
"Csanádapáca","Békés"
"Csanádpalota","Csongrád"
"Csánig","Vas"
"Csány","Heves"
"Csányoszró","Baranya"
"Csanytelek","Csongrád"
"Csapi","Zala"
"Csapod","Győr-Moson-Sopron"
"Csárdaszállás","Békés"
"Csarnóta","Baranya"
"Csaroda","Szabolcs-Szatmár-Bereg"
"Császár","Komárom-Esztergom"
"Császártöltés","Bács-Kiskun"
"Császló","Szabolcs-Szatmár-Bereg"
"Csátalja","Bács-Kiskun"
"Csatár","Zala"
"Csataszög","Jász-Nagykun-Szolnok"
"Csatka","Komárom-Esztergom"
"Csávoly","Bács-Kiskun"
"Csebény","Baranya"
"Csécse","Nógrád"
"Csegöld","Szabolcs-Szatmár-Bereg"
"Csehbánya","Veszprém"
"Csehi","Vas"
"Csehimindszent","Vas"
"Csém","Komárom-Esztergom"
"Csemő","Pest"
"Csempeszkopács","Vas"
"Csengele","Csongrád"
"Csenger","Szabolcs-Szatmár-Bereg"
"Csengersima","Szabolcs-Szatmár-Bereg"
"Csengerújfalu","Szabolcs-Szatmár-Bereg"
"Csengőd","Bács-Kiskun"
"Csénye","Vas"
"Csenyéte","Borsod-Abaúj-Zemplén"
"Csép","Komárom-Esztergom"
"Csépa","Jász-Nagykun-Szolnok"
"Csepreg","Vas"
"Csér","Győr-Moson-Sopron"
"Cserdi","Baranya"
"Cserénfa","Somogy"
"Cserépfalu","Borsod-Abaúj-Zemplén"
"Cserépváralja","Borsod-Abaúj-Zemplén"
"Cserháthaláp","Nógrád"
"Cserhátsurány","Nógrád"
"Cserhátszentiván","Nógrád"
"Cserkeszőlő","Jász-Nagykun-Szolnok"
"Cserkút","Baranya"
"Csernely","Borsod-Abaúj-Zemplén"
"Cserszegtomaj","Zala"
"Csertalakos","Zala"
"Csertő","Baranya"
"Csesznek","Veszprém"
"Csesztreg","Zala"
"Csesztve","Nógrád"
"Csetény","Veszprém"
"Csévharaszt","Pest"
"Csibrák","Tolna"
"Csikéria","Bács-Kiskun"
"Csikóstőttős","Tolna"
"Csikvánd","Győr-Moson-Sopron"
"Csincse","Borsod-Abaúj-Zemplén"
"Csipkerek","Vas"
"Csitár","Nógrád"
"Csobád","Borsod-Abaúj-Zemplén"
"Csobaj","Borsod-Abaúj-Zemplén"
"Csobánka","Pest"
"Csókakő","Fejér"
"Csokonyavisonta","Somogy"
"Csokvaomány","Borsod-Abaúj-Zemplén"
"Csolnok","Komárom-Esztergom"
"Csólyospálos","Bács-Kiskun"
"Csoma","Somogy"
"Csomád","Pest"
"Csombárd","Somogy"
"Csongrád","Csongrád"
"Csonkahegyhát","Zala"
"Csonkamindszent","Baranya"
"Csopak","Veszprém"
"Csór","Fejér"
"Csorna","Győr-Moson-Sopron"
"Csorvás","Békés"
"Csót","Veszprém"
"Csöde","Zala"
"Csögle","Veszprém"
"Csökmő","Hajdú-Bihar"
"Csököly","Somogy"
"Csömend","Somogy"
"Csömödér","Zala"
"Csömör","Pest"
"Csönge","Vas"
"Csörnyeföld","Zala"
"Csörög","Pest"
"Csörötnek","Vas"
"Csősz","Fejér"
"Csővár","Pest"
"Csurgó","Somogy"
"Csurgónagymarton","Somogy"
"Dabas","Pest"
"Dabronc","Veszprém"
"Dabrony","Veszprém"
"Dad","Komárom-Esztergom"
"Dág","Komárom-Esztergom"
"Dáka","Veszprém"
"Dalmand","Tolna"
"Damak","Borsod-Abaúj-Zemplén"
"Dámóc","Borsod-Abaúj-Zemplén"
"Dánszentmiklós","Pest"
"Dány","Pest"
"Daraboshegy","Vas"
"Darány","Somogy"
"Darnó","Szabolcs-Szatmár-Bereg"
"Darnózseli","Győr-Moson-Sopron"
"Daruszentmiklós","Fejér"
"Darvas","Hajdú-Bihar"
"Dávod","Bács-Kiskun"
"Debercsény","Nógrád"
"Debrecen","Hajdú-Bihar"
"Debréte","Borsod-Abaúj-Zemplén"
"Decs","Tolna"
"Dédestapolcsány","Borsod-Abaúj-Zemplén"
"Dég","Fejér"
"Dejtár","Nógrád"
"Délegyháza","Pest"
"Demecser","Szabolcs-Szatmár-Bereg"
"Demjén","Heves"
"Dencsháza","Baranya"
"Dénesfa","Győr-Moson-Sopron"
"Derecske","Hajdú-Bihar"
"Derekegyház","Csongrád"
"Deszk","Csongrád"
"Detek","Borsod-Abaúj-Zemplén"
"Detk","Heves"
"Dévaványa","Békés"
"Devecser","Veszprém"
"Dinnyeberki","Baranya"
"Diósberény","Tolna"
"Diósd","Pest"
"Diósjenő","Nógrád"
"Dióskál","Zala"
"Diósviszló","Baranya"
"Doba","Veszprém"
"Doboz","Békés"
"Dobri","Zala"
"Dobronhegy","Zala"
"Dóc","Csongrád"
"Domaháza","Borsod-Abaúj-Zemplén"
"Domaszék","Csongrád"
"Dombegyház","Békés"
"Dombiratos","Békés"
"Dombóvár","Tolna"
"Dombrád","Szabolcs-Szatmár-Bereg"
"Domony","Pest"
"Domoszló","Heves"
"Dormánd","Heves"
"Dorog","Komárom-Esztergom"
"Dorogháza","Nógrád"
"Dozmat","Vas"
"Döbörhegy","Vas"
"Döbröce","Zala"
"Döbrököz","Tolna"
"Döbrönte","Veszprém"
"Döge","Szabolcs-Szatmár-Bereg"
"Dömös","Komárom-Esztergom"
"Dömsöd","Pest"
"Dör","Győr-Moson-Sopron"
"Dörgicse","Veszprém"
"Döröske","Vas"
"Dötk","Zala"
"Dövény","Borsod-Abaúj-Zemplén"
"Drágszél","Bács-Kiskun"
"Drávacsehi","Baranya"
"Drávacsepely","Baranya"
"Drávafok","Baranya"
"Drávagárdony","Somogy"
"Drávaiványi","Baranya"
"Drávakeresztúr","Baranya"
"Drávapalkonya","Baranya"
"Drávapiski","Baranya"
"Drávaszabolcs","Baranya"
"Drávaszerdahely","Baranya"
"Drávasztára","Baranya"
"Drávatamási","Somogy"
"Drégelypalánk","Nógrád"
"Dubicsány","Borsod-Abaúj-Zemplén"
"Dudar","Veszprém"
"Duka","Vas"
"Dunaalmás","Komárom-Esztergom"
"Dunabogdány","Pest"
"Dunaegyháza","Bács-Kiskun"
"Dunafalva","Bács-Kiskun"
"Dunaföldvár","Tolna"
"Dunaharaszti","Pest"
"Dunakeszi","Pest"
"Dunakiliti","Győr-Moson-Sopron"
"Dunapataj","Bács-Kiskun"
"Dunaremete","Győr-Moson-Sopron"
"Dunaszeg","Győr-Moson-Sopron"
"Dunaszekcső","Baranya"
"Dunaszentbenedek","Bács-Kiskun"
"Dunaszentgyörgy","Tolna"
"Dunaszentmiklós","Komárom-Esztergom"
"Dunaszentpál","Győr-Moson-Sopron"
"Dunasziget","Győr-Moson-Sopron"
"Dunatetétlen","Bács-Kiskun"
"Dunaújváros","Fejér"
"Dunavarsány","Pest"
"Dunavecse","Bács-Kiskun"
"Dusnok","Bács-Kiskun"
"Dúzs","Tolna"
"Ebergőc","Győr-Moson-Sopron"
"Ebes","Hajdú-Bihar"
"Écs","Győr-Moson-Sopron"
"Ecséd","Heves"
"Ecseg","Nógrád"
"Ecsegfalva","Békés"
"Ecseny","Somogy"
"Ecser","Pest"
"Edde","Somogy"
"Edelény","Borsod-Abaúj-Zemplén"
"Edve","Győr-Moson-Sopron"
"Eger","Heves"
"Egerág","Baranya"
"Egeralja","Veszprém"
"Egeraracsa","Zala"
"Egerbakta","Heves"
"Egerbocs","Heves"
"Egercsehi","Heves"
"Egerfarmos","Heves"
"Egerlövő","Borsod-Abaúj-Zemplén"
"Egerszalók","Heves"
"Egerszólát","Heves"
"Égerszög","Borsod-Abaúj-Zemplén"
"Egervár","Zala"
"Egervölgy","Vas"
"Egyed","Győr-Moson-Sopron"
"Egyek","Hajdú-Bihar"
"Egyházasdengeleg","Nógrád"
"Egyházasfalu","Győr-Moson-Sopron"
"Egyházasgerge","Nógrád"
"Egyházasharaszti","Baranya"
"Egyházashetye","Vas"
"Egyházashollós","Vas"
"Egyházaskesző","Veszprém"
"Egyházaskozár","Baranya"
"Egyházasrádóc","Vas"
"Elek","Békés"
"Ellend","Baranya"
"Előszállás","Fejér"
"Emőd","Borsod-Abaúj-Zemplén"
"Encs","Borsod-Abaúj-Zemplén"
"Encsencs","Szabolcs-Szatmár-Bereg"
"Endrefalva","Nógrád"
"Endrőc","Baranya"
"Enese","Győr-Moson-Sopron"
"Enying","Fejér"
"Eperjes","Csongrád"
"Eperjeske","Szabolcs-Szatmár-Bereg"
"Eplény","Veszprém"
"Epöl","Komárom-Esztergom"
"Ercsi","Fejér"
"Érd","Pest"
"Erdőbénye","Borsod-Abaúj-Zemplén"
"Erdőhorváti","Borsod-Abaúj-Zemplén"
"Erdőkertes","Pest"
"Erdőkövesd","Heves"
"Erdőkürt","Nógrád"
"Erdősmárok","Baranya"
"Erdősmecske","Baranya"
"Erdőtarcsa","Nógrád"
"Erdőtelek","Heves"
"Erk","Heves"
"Érpatak","Szabolcs-Szatmár-Bereg"
"Érsekcsanád","Bács-Kiskun"
"Érsekhalma","Bács-Kiskun"
"Érsekvadkert","Nógrád"
"Értény","Tolna"
"Erzsébet","Baranya"
"Esztár","Hajdú-Bihar"
"Eszteregnye","Zala"
"Esztergályhorváti","Zala"
"Esztergom","Komárom-Esztergom"
"Ete","Komárom-Esztergom"
"Etes","Nógrád"
"Etyek","Fejér"
"Fábiánháza","Szabolcs-Szatmár-Bereg"
"Fábiánsebestyén","Csongrád"
"Fácánkert","Tolna"
"Fadd","Tolna"
"Fáj","Borsod-Abaúj-Zemplén"
"Fajsz","Bács-Kiskun"
"Fancsal","Borsod-Abaúj-Zemplén"
"Farád","Győr-Moson-Sopron"
"Farkasgyepű","Veszprém"
"Farkaslyuk","Borsod-Abaúj-Zemplén"
"Farmos","Pest"
"Fazekasboda","Baranya"
"Fedémes","Heves"
"Fegyvernek","Jász-Nagykun-Szolnok"
"Fehérgyarmat","Szabolcs-Szatmár-Bereg"
"Fehértó","Győr-Moson-Sopron"
"Fehérvárcsurgó","Fejér"
"Feked","Baranya"
"Feketeerdő","Győr-Moson-Sopron"
"Felcsút","Fejér"
"Feldebrő","Heves"
"Felgyő","Csongrád"
"Felpéc","Győr-Moson-Sopron"
"Felsőberecki","Borsod-Abaúj-Zemplén"
"Felsőcsatár","Vas"
"Felsődobsza","Borsod-Abaúj-Zemplén"
"Felsőegerszeg","Baranya"
"Felsőgagy","Borsod-Abaúj-Zemplén"
"Felsőjánosfa","Vas"
"Felsőkelecsény","Borsod-Abaúj-Zemplén"
"Felsőlajos","Bács-Kiskun"
"Felsőmarác","Vas"
"Felsőmocsolád","Somogy"
"Felsőnána","Tolna"
"Felsőnyárád","Borsod-Abaúj-Zemplén"
"Felsőnyék","Tolna"
"Felsőörs","Veszprém"
"Felsőpáhok","Zala"
"Felsőpakony","Pest"
"Felsőpetény","Nógrád"
"Felsőrajk","Zala"
"Felsőregmec","Borsod-Abaúj-Zemplén"
"Felsőszenterzsébet","Zala"
"Felsőszentiván","Bács-Kiskun"
"Felsőszentmárton","Baranya"
"Felsőszölnök","Vas"
"Felsőtárkány","Heves"
"Felsőtelekes","Borsod-Abaúj-Zemplén"
"Felsőtold","Nógrád"
"Felsővadász","Borsod-Abaúj-Zemplén"
"Felsőzsolca","Borsod-Abaúj-Zemplén"
"Fényeslitke","Szabolcs-Szatmár-Bereg"
"Fenyőfő","Győr-Moson-Sopron"
"Ferencszállás","Csongrád"
"Fertőboz","Győr-Moson-Sopron"
"Fertőd","Győr-Moson-Sopron"
"Fertőendréd","Győr-Moson-Sopron"
"Fertőhomok","Győr-Moson-Sopron"
"Fertőrákos","Győr-Moson-Sopron"
"Fertőszentmiklós","Győr-Moson-Sopron"
"Fertőszéplak","Győr-Moson-Sopron"
"Fiad","Somogy"
"Filkeháza","Borsod-Abaúj-Zemplén"
"Fityeház","Zala"
"Foktő","Bács-Kiskun"
"Folyás","Hajdú-Bihar"
"Fonó","Somogy"
"Fony","Borsod-Abaúj-Zemplén"
"Fonyód","Somogy"
"Forráskút","Csongrád"
"Forró","Borsod-Abaúj-Zemplén"
"Fót","Pest"
"Földeák","Csongrád"
"Földes","Hajdú-Bihar"
"Főnyed","Somogy"
